-556.0148745394893,-173.3898386482498,1,0
-245.72897442786098,634.5822212365251,1,0
-8.847415878471224,841.774248688286,1,0
692.236056867835,-561.7730284463065,0,1
907.2904520664331,414.9353327644976,0,1
-922.2807620576523,-56.10001162102549,1,0
530.4902113459984,193.32859631546808,0,1
85.21289508069071,-57.3925783930564,0,1
-175.3605877263218,-229.13632809323212,1,0
172.67518034310228,689.0097716797857,1,0
523.8584352007188,-208.02420412168203,0,1
-732.0608371093033,711.2796514747815,1,0
551.1690571269694,-185.7834705781088,0,1
-663.8076729374202,-266.66542375611186,1,0
-922.2097350194703,544.0854272268211,1,0
-227.80497608258554,494.70213241700844,1,0
-693.5856136405484,520.8296676206367,1,0
667.7087982986802,513.8362336678124,0,1
-723.4595899691981,-161.5611230677929,1,0
-175.8940853904145,-425.70824893429824,0,1
-36.426029055433446,866.498985009318,1,0
673.9256995756286,-633.1187961745015,0,1
-974.3519183329765,-394.09567440216335,1,0
-798.8357191991373,-658.2852446210494,1,0
-219.37034907369377,588.1071935522614,1,0
-753.8900552260834,745.6955120162797,1,0
-930.5134236808049,-229.2579258865784,1,0
-193.6667881112087,-846.3183688749758,0,1
525.5264870363715,-346.1878824497369,0,1
232.8378223598213,388.25581421695665,0,1
-295.17298381754813,155.396978465629,1,0
-805.2373505126623,-848.2494360315176,1,0
-368.224435069107,-746.3495568489022,0,1
912.5231048348455,-378.78567603322733,0,1
363.85635092727625,185.51473096958057,0,1
-645.7459777851211,-962.0042257081789,1,0
-965.5242240389466,178.43356152330102,1,0
370.50917356995774,-157.7707285364305,0,1
-519.5835541111642,221.26629108561724,1,0
880.7994016290409,615.2899427784603,0,1
431.0060993605873,315.2532810647133,0,1
517.8822661384258,698.7766898366217,0,1
834.8534142546896,435.1672759865394,0,1
232.17965102739572,-872.5563783010957,0,1
-12.589549034203628,-266.50846689417733,0,1
-665.2864499447548,-673.1860923281046,1,0
627.0538054434805,-644.319333854696,0,1
449.323656497804,26.046601111140717,0,1
464.38200306264616,-661.5355013224322,0,1
567.1188896399833,-628.1333876231597,0,1
-285.6689657276314,-251.18030222470895,1,0
-278.80884108266764,590.5521017050733,1,0
744.4347213255758,136.37232768195554,0,1
531.844570975371,-531.8143446664092,0,1
678.1937417968752,902.1115611569601,0,1
-719.3504357857403,-525.0075337501476,1,0
526.4807280369721,791.9282651123704,0,1
778.4585834825291,977.460768308069,0,1
-430.38197715034744,825.2460821332022,1,0
-378.9185705506135,-790.9072134736683,0,1
-293.44671758407287,96.24789234987111,1,0
-188.45296690236307,-682.5869946872863,0,1
602.3936476334741,373.8898753597789,0,1
896.8762166546276,226.79181117514077,0,1
795.6189950339599,482.2061095291274,0,1
221.98283770510238,505.6612850209501,1,0
562.0184953680114,-183.20130193736622,0,1
-245.46569813234305,-556.704000220521,0,1
-503.86159109539653,33.0857728068238,1,0
-595.005756279432,840.0841906489602,1,0
-14.227511574839582,519.0170538305615,1,0
551.1266231040981,-463.12574628219784,0,1
